Valoracion,Comentario
1,reconozco que no soy de darme cremas supongo que sera por costumbre de no haberlo hecho nunca pero ya que tenia la oportunidad de hacer una prueba pues lo he visto como una buena oportunidad refresca un monton nada mas ponertela se nota muchisimo la sensacion ademas tras absorberse que no ha tardado mucho vale que no es como los serum que usa mi mujer pero no ha ido mal noto la piel mas fresca y suave en mi caso lo he aplicado en frente pomulos y contorno de ojos ya que tengo barba lo que menos me ha gustado ha sido el aroma me esperaba algo mejor pero huele a crema de afeitar que no es malo pero me gustan otro tipo de olores mas intensos aunque luego como me pongo colonia pues una cosa por otra no sirve para quitar arrugas aunque tampoco tengo muchas excepto un poco en la zona de los ojos pero la zona de las bolsas de los ojos la he notado un poco mejor y creo que por cuidarme un poco tampoco pasa nada mi mujer encantada de que me de cremas para cuidarme quiere que dure mucho tiempo en las mejores condiciones si quitamos la falta de costumbre de los hombres por usar cremas no deja de ser mala opcion empezar a usarlas son articulos que tienen potencial y mejoran un poco nuestro aspecto lo que siempre es imprescindible
1,lo he usado muchas veces aunque no conocia este tamano hidrata muy bien tiene buen olor lo unico malo es que en verano si tiendes a sudar bastante le cuests mucho absorver e incluso se quedan zonas blancas en la cara aparte de eso muy recomendable si lo coges de oferta en mi caso menos de diez euros
1,es una crema con cien mililitros de cantidad esta bastante bien esta cantidad puesto que te la puedes echar por la manana y por la noche trae unos ingredientes bastante buenos para dar vitalidad a la cara trae guarana que este tiene cafeina y ayuda a mantener mas firme la piel tambien trae vitamina c que activa el colageno y ayuda a tener una piel mas reluciente trae un aplicador que debes presionarlo y echa bastante cantidad mejor no presionarlo del todo porque es demasiado para la cara hay que presionarlo la mitad trae un taponcito para el agujero del aplicador y asi no se seque ni estropee la crema el olor que tiene es muy agradable es como a colonia de hombre fresca deja la cara muy bien es una sensacion de suavidad y lisa en el momento de aplicarla se nota su buen efecto y ademas se absorbe de maravilla no estas pringoso es para pieles con aspecto cansado antifatiga pero falta un detalle la edad de las personas para quien se aconseja la crema es un buen producto por cantidad y calidad y un precio muy bueno
1,he cogido esta crema hidratante para mi marido el no esta muy acostumbrado a echarse cremas en la cara y mucho menos a diario  pero estoy que a ver si lo acostumbro  que es muy importante cuidarse la piel y mantenerla siempre muy bien hidratada pues lleva varias semanas que se la esta echando solo por las manana despues de tener el rostro limpio porque por la noche no ahi manera de que se acostumbrepero el caso es que al menos algo ya he conseguido pues esta encantado con los cambios que se esta notandoasta yo misma se los he notado tiene un aspecto mas saludable  radiante  hidratada y se le senalan mucho menos las lineas de expresion esta encantado y sobre todo para despues del afeitado que se nota una sensacion mas refrescante en el rostro el envase contiene 100ml   con ingredientes como el guarana  vitaminas y oligoelementos que aportan un chute de energia y combate los signos del cansancio en la piel muy recomendado espero haberos ayudado 
1,es la crema hidratante que mas me gusta ya que como que te despierta la piel facial y te la relaja
1,hola a todos y a todas este producto se trata de una crema hidratante para hombres de la marca loreal de la gama men en un formato de 100 mililitros que es el grande loreal es una marca muy conocida de cosmeticos el resultado me ha gustado tiene un olor agradable y masculino que perdura bastante la sensacion que deja es agradable te quedas con el olor y la sensacion de hidratacion al echarmela despues de afeitarme noto una sensacion de alivio la crema es de color azul yo me ducho indistintamente por la manana o por la noche y me afeito justo antes por lo que me la aplico despues de ducharme una vez al dia y luego otro mas manana o noche ya que es lo que se recomienda en las instrucciones presume de ingredientes como extracto de guarana y vitamina c que tienen un efecto antifatiga no me ha dado ningun tipo de molestia picor o reaccion alergica
1,es un buen producto
1,he cogido esta crema hidratante anti fatiga para hombre de loreal y la verdad es que estoy muy contento con el producto la uso principalemente por las mananas despues de la ducha o despues del afeitado como recomienda el fabricante desde que la uso noto la piel mas hidratada mas sana con mejor color en mi trabajo ya me han dicho que si estoy haciendo algo distinto porque me notan ese algo en la cara nunca he sido de usar cremas tengo la piel grasa y en seguida que las usaba me hacian bolitas aunque estuviera recien duchado tardaban mucho en absorberse y nunca quedaba satisfecho con esta crema anti fatiga no me pasa nada de eso cojo una dosis del tamano de un dado de parchis y me lo extiendo por la cara nada mas aplicarlo notas el efecto de frescor y de hidratacion y se absorbe en apenas unos segundos sin dejar olores colores o sabores digo esto porque mi mujer al darme algun beso me lo ha dicho que mi piel no sabe a crema lo cual se agradece muy contento con el producto repetire
1,tengo 29 anos y el efecto sobre mi piel no sera el mismo que en el de una persona mas mayor pero he notado que la crema es bastante refrescante y como si tirase especialmente en la parte de la frente y los pomulos se absorbe muy rapidamente y no he notado que la piel se me volviese mas grasienta a la hora de utilizarlo no hay que apretar hasta el fondo ya que nos saldra una cantidad de crema comparable a una nuez a mi con pulsar un poco me vale solo la uso en frente ojos y parte de las mejillas
1,adquiri esta crema hidratante para que la utilizara mi marido y que cuidara su rostro es de la marca loreal paris muy conocida la crema es una textura en gelcrema de rapida absorcion se puede utilizar todos los dias de manera rutinaria por la manana y por la noche tiene un olor muy agradable debido a que contiene extracto de guarana y vitamina c la crema deja la piel suave e hidratada y el dia que la uses despues del afeitado hara que la piel no se irrite mas de la cuenta y la deje refrescada ayuda a reducir los signos producidos por el cansancio tales como las ojeras o la piel mas apagada de la habitual viene en un bote de 100 ml y esta estado dermatologicamente muy recomendada para comenzar a cuidar el rostro de la piel buena relacion calidadprecio
1,pedi la crema para mi marido el es algo reacio a utilizar cremas y le cuesta trabajo y ademas no suele ser muy asiduo desde que tiene esta crema se suele echar casi todas las mananas para mi ya es un logro y yo he notado los efectos en su piel le veo la cara como mas descansada y con menos bolsas suele tener bastantes ya que no duerme mucho y casi que desde el primer momento lo vi como mejor como que le veia la cara mas viva incluso puedo decir que me parecia algo mas guapo yo pienso que es porque parece mas descansado asi que con eso ya ha cumplido mucho la crema su funcion a el tambien le ha gustado ya que es una crema ligera que se absorbe muy bien le hidrata la sequedad y tambien es buena para usar despues del afeitado y calmar la piel
1,es un bote muy practico con 100 ml de crema hidratante antifatiga la textura es de gelcrema se absorve bien y no deja la piel grasa como la gama vita lift tiene un olor agradable la gama hydra energetic no es antiarrugas pero el efecto frio ayuda a dar vitalidad a la piel y disminuye las ojeras recomiendan utilizarlo 2 veces al dia manana y noche yo lo uso solo por la manana esta enriquecido con extracto de guarana y vitamina c tambien sirve como after shave para despues del afeitado ya que calma hidrata y resfresca la zona supongo que depende de la cantidad y frecuencia con la que se use pero yo con 50 ml tengo para varios meses 100 ml me pueden durar un ano relacion calidadprecio muy recomendable 
1,facil de aplicar hidrante y frescor que se agradece tanto por la noche como la manana
1,yo compraba el mismo casi al mismo precio pero la mitad de cantidad asi que muy contento con la compra
1,un producto que no deja exceso de brillo al aplicar sino suavidad y la aroma me gusta
1,a mi pareja se le empieza a notar los efectos de llegar a casa despues de tener un dia duro e intenso de trabajo la linea men expert es muy conocida por ser economicas pero con buenos resultados en este caso la crema incorpora guarana y vitamina c dos ingredientes que aportan un extra de energia a la piel el bote es enteramente de plastico y tiene un precinto que garantiza la higiene en todo momento puede usarse por la manana para salir de casa con la cara hidratada y por la noche para reparar los danos despues de tener un dia duro algo importante es que puede usarse despues del afeitado a mi pareja le viene de maravilla porque acaba con la cara muy irritada y es echarsela y le calma al instante el precio es correcto y visto la cantidad que trae y que hace falta poco producto para conseguir los resultados convierten a esta crema en muy recomendable
1,crema con efecto anti fatiga e hidrante perfecta para el uso diario sobre todo por la manana para ayudar a que la piel luzca hidratada y nuestra cara despierta el efecto es mas que palpable a los pocos minutos de usarla se absorbe rapidamente con un agradable efecto mentolado que refresca la piel las marcas de cansancio desaparecen en pocos minutos y la piel vuelve a lucir hidratada eso si si tenemos piel grasa pueden aparecer brillos el dosificador es muy practico no mancha ni sale en exceso el bote es de tamano medio pero calculo que puede durar facilmente dos meses o mas con un uso diario totalmente recomendable como crema de dia para uso habitual
1,supongo que este tipo de cosas no afectan por igual a unos y a otros la solucion de loreal realmente no me esta funcionando no encuentro ningun cambio significativo digamos que sigo teniendo la misma cara y ojeras de vicioso llevo tiempo suficiente echandome la crema como para haber notado algo en definitiva esta crema no me esta sirviendo de nada todo sigue igual
1,pues eso crema lo que pedi
1,esta crema viene en un bote con un dosificador para poner justo lo que necesitas tiene 100 ml entre sus ingredientes contiene guarana y vitamina cg esta vitamina se activa una vez que es absorbida por la piel para potenciar la duracion de la actividad de la vitamina c es una crema de uso diario tanto para el dia como por la noche tambien es ideal para poner despues del afeitado y evitar asi la sensacion de ardor y las rojeces es una crema que se absorbe bien dejando la piel suave con un aroma agradable es una crema hidrante que sin duda le ha gustado mucho a mi pareja la cual se esta acostumbrando a ponerse cada dia sintiendose con mejor aspecto la recomiendo 100 por su calidad y buenos resultados
